0,6308253
0,84078880
0,44505577
0,67020038
1,76423091
0,86682432
0,81225542
0,82536160
0,8325344
0,10186440
0,38711801
0,81175112
0,28027377
0,78110048
1,39061530
0,87378083
0,86515554
0,80018321
0,78875413
0,80308455
1,9317529
1,8102064
0,80642200
0,81543358
0,71487242
0,77810361
0,71674868
0,61407868
0,5105515
0,67181777
0,34253174
0,83620527
0,71344732
0,85668882
1,50287067
0,65271851
1,65859647
0,78082345
0,62378781
0,16640844
0,74817618
0,80655830
0,84057336
1,63205175
0,5257105
0,53152548
1,63846915
0,62058848
0,31311482
0,81204446
0,68624565
1,43545248
0,15820036
0,13810422
0,83101671
0,77880327
0,77130527
0,81500303
0,81045075
0,78331454
0,68414142
0,10615057
0,22643514
0,51728401
0,81024621
0,12104370
0,78871427
0,18813453
0,85268037
0,68621880
0,7387152
0,76507733
1,60015950
0,70086800
0,84442133
1,76252747
0,71640323
0,76585615
0,34718233
0,86054804
1,48389248
0,75485348
0,60018404
0,86710625
0,8738220
0,50004567
0,51518121
0,82750674
0,85411757
0,260410
0,28016736
1,22004382
1,22622882
0,84235265
0,83118702
0,7186403
0,81412054
0,25052771
0,85056688
0,14141214
0,83203414
0,30687326
0,84051553
0,35631814
0,35348361
0,20873060
0,83688282
0,33654165
0,87443754
1,58923686
0,71321807
0,37160537
0,82116435
0,80148133
1,79373393
0,50486676
0,41208427
0,50822360
1,6246000
0,78355324
0,82253887
0,33161273
0,80146043
0,65533124
0,55120562
1,43870084
0,42167506
0,67070700
0,77707368
0,22582262
0,55376281
0,55644666
0,27834033
1,73002990
1,8955068
0,76243627
1,33312520
0,51846625
0,53474287
0,55172136
1,55765927
0,81356283
0,46044526
0,33171200
0,65317323
0,74026852
0,65578144
0,85880104
0,85085162
0,86635644
0,28368127
0,28276650
1,68451484
1,29428915
0,80054388
0,62377504
0,76501083
0,7725326
0,18067201
0,77323504
0,18857782
0,83576383
0,13673338
0,26282554
1,77848359
1,71348266
0,36035575
0,76233655
0,14563678
1,44062421
0,66378141
0,61817655
0,7007110
1,77468605
0,25808535
1,64207743
0,40006073
0,16484385
1,7305244
0,80472276
1,41335455
0,76110242
1,39910953
1,73011695
0,87130422
0,66420055
0,6681638
0,42484135
1,23102906
1,61943908
0,5010137
0,87066218
0,43688776
0,52114165
0,55538175
0,51848445
0,5808032
1,71078824
0,52583384
0,12704755
0,54444780
1,81061726
1,41477602
0,63775100
0,87608242
0,77654271
0,67344423
0,74860632
0,22760228
0,58381461
0,10175282
0,40148210
0,87266575
0,67842833
1,61648418
1,58673385
0,82218022
0,76301373
0,21030877
1,71729311
0,447542
0,66452750
0,76611580
0,25850241
0,16053241
0,50728438
0,44608281
1,63607242
0,87340832
0,53820870
0,33871470
0,84576608
1,41001790
0,13124508
0,84204530
1,10316691
0,87602538
0,68540462
1,7075493
1,43463856
0,27031147
0,6626535
0,45526556
0,54016221
0,53255722
1,52990859
0,14314385
1,62999595
0,87288017
1,56789795
1,45323626
0,83255744
0,50536335
0,40085746
1,39860625
0,6030778
0,76533581
1,76674712
1,69592610
0,72085783
0,58416540
0,15245367
0,84767688
0,63214366
0,58123415
0,25183462
0,28764678
0,11175446
0,15273431
0,35324474
0,42583413
0,75586014
1,50091530
1,7769782
0,44115436
0,65764337
0,76882330
1,64028663
0,56142042
0,7177317
0,36637488
0,58626834
0,84310800
0,64644416
1,6955458
0,67087821
1,14843360
0,45041763
0,71182057
0,32106641
1,76339138
0,37470838
0,11185337
0,22042084
0,15172853
0,13316805
1,56895317
1,68908007
0,7834353
0,25382760
0,25341248
0,52112068
1,51804195
1,75030588
0,34576414
0,64617023
0,40564746
0,74324363
0,32574135
0,34870413
0,68004337
0,74556717
0,48368617
0,25058247
1,6935003
0,62362140
0,16463751
1,81050770
0,38448773
0,57218152
0,13851140
0,50080762
0,82375316
0,47402707
0,26238030
0,58154816
1,85601756
0,83382708
0,71466056
0,7352488
0,36538734
1,64849828
1,7772938
1,19876304
1,21894463
0,80057315
0,12660373
0,41442556
0,65330206
0,36626482
0,21366262
0,26778058
0,52045854
0,31756830
0,28647085
0,80115830
0,48406342
0,63334572
1,11665614
0,83811156
0,82356326
0,15588502
1,75547020
1,17967455
0,82180108
0,72745475
0,6653441
0,77531158
0,48285447
0,55151340
0,15585820
0,87831747
0,52751017
0,15224551
0,22655368
0,84003423
0,70474077
0,52384432
0,27165754
0,30480256
0,27685481
0,77123670
0,30610054
0,21885041
0,83466425
0,21110376
0,77876468
0,66674440
0,44226622
0,56535302
0,55842502
0,70027305
0,5705088
0,24578148
1,74870204
0,72070223
0,76268068
0,74704746
1,61348771
1,79481763
0,10402242
0,17544708
0,74705565
1,55887187
0,83208112
0,27311747
0,23663024
0,70172301
0,53611000
1,70331803
0,48810241
1,15238922
1,70133029
0,73552355
0,58185205
0,18315638
1,19712139
0,18170466
0,78443225
0,41774857
1,86063533
1,49306257
0,72151550
0,63011750
0,22625321
0,84646003
1,75091620
0,60254137
0,6432683
0,32855481
0,63727783
0,84571602
1,62768841
0,84788686
0,44103810
0,6380570
0,31843348
0,72883408
0,84071812
0,17407260
0,11353586
0,72551437
1,8204730
1,63878220
0,46113631
0,45021482
0,12056163
0,58745715
0,77862501
0,48647615
0,72813425
0,7220036
0,20263410
0,10007856
0,40683478
0,58033044
0,75781378
0,25280213
0,63637425
0,54013038
0,21768334
0,22870815
0,31100435
0,5164243
0,27856861
0,83565550
0,63545101
0,53215415
0,44275663
0,73164671
0,44751657
0,32481882
1,8008077
0,76415663
0,81124142
0,72283173
0,60232564
1,18376248
1,54048059
0,84541788
0,84415118
1,66393423
0,54874002
0,30772388
0,81771434
0,18180478
0,40844501
0,30673663
0,68283376
0,87318614
0,5325224
1,9208854
0,6401772
0,71152110
0,63746316
0,84143071
0,31445158
0,62563312
0,82550280
0,55304176
0,44184760
0,38422230
0,55477067
0,54884742
0,32687155
0,7256303
0,54566241
0,23120050
0,22175151
0,45672333
0,71621528
0,54867523
0,84310262
0,86545778
0,18444424
1,55381206
0,84306575
0,57245760
1,64713924
1,71115736
1,23432269
1,8431215
1,73893278
0,26458138
0,56854441
0,50356543
1,6150530
1,73996524
1,64239808
0,44433620
0,73887336
0,33762876
1,53279774
0,44716750
1,69140419
1,72377834
1,45477612
1,69566669
1,81980210
0,37376443
0,75040531
0,82760188
0,62420457
0,66522840
0,40335768
1,9304999
0,27578780
0,60314162
0,84083665
0,62728060
0,71174663
0,33170725
0,23223137
1,71216042
0,68034357
0,76243437
0,26345438
0,40667412
0,82758408
0,71754061
0,48841307
0,81202428
0,28120672
1,7266519
0,64260751
0,77818323
0,24256832
0,5386815
0,50558217
1,71786006
1,48145627
0,21756501
0,71336331
0,78151181
0,64586641
0,101680
0,68385577
1,64115078
1,53423953
0,83477835
0,50870130
0,81882351
0,73781563
0,23317204
1,73602334
0,50488202
0,34764284
1,77479991
0,17428153
0,61677866
0,84756482
0,86314806
0,77312181
0,74866751
0,40005687
0,74888560
0,41215630
0,12718002
0,14756628
0,60786628
0,28644522
0,84882455
0,77787831
0,46442048
0,78804751
0,28477010
0,14505534
0,54167244
1,50388801
0,6677547
1,55123962
0,20177570
1,41358386
0,11378758
0,41287821
0,48583551
0,13402315
0,84805236
1,66669194
1,27650820
1,62527326
0,66172238
0,37182255
0,80055532
0,34427721
0,77434280
0,14232327
0,40840152
0,53431542
0,45614888
0,73810401
0,60085737
0,72473567
1,43803575
1,53000231
0,85366826
0,40543504
0,86285344
0,21821585
0,18102132
0,22003712
0,81550407
0,25000811
0,87834454
1,41836919
0,14823132
0,53063107
1,13968582
0,44880051
0,43368400
0,8504713
1,58702782
0,33006708
0,84701165
0,85730726
0,82065717
0,32108223
0,52452240
0,76421686
0,63850513
0,41762853
0,17083368
0,41141583
0,6878164
0,86704677
1,65343352
0,31381312
0,23463353
1,57545378
0,75136466
0,76882152
0,71200000
1,57606713
0,48446631
1,62125429
0,55643445
0,22213425
1,49427295
0,48164883
0,33751660
0,41474663
0,81280147
0,13863436
1,73330313
0,83372250
0,7714357
0,32108608
0,66454261
0,41643081
0,82168642
0,85884045
1,85810347
0,85181080
0,65301576
1,57260026
1,71946644
