0,6308253
0,44505577
0,84078880
0,86682432
0,67020038
1,71220385
1,77586205
0,81225542
0,82536160
0,8325344
0,10186440
0,38711801
0,81175112
0,28027377
0,87378083
0,78110048
0,80018321
0,78875413
0,86515554
0,80308455
0,80642200
0,81543358
0,61407868
0,71674868
0,5105515
0,34253174
0,77810361
0,71487242
0,71344732
1,68029593
0,67181777
0,83620527
0,85668882
0,65271851
0,62378781
0,16640844
0,53152548
0,78082345
0,5257105
0,74817618
0,80655830
0,84057336
0,68624565
0,62058848
0,81204446
0,31311482
1,74884044
0,81500303
0,77880327
1,7761058
0,15820036
0,83101671
1,28406244
0,13810422
1,22229401
0,78331454
1,73958669
0,68414142
0,10615057
0,81045075
0,81024621
1,65038985
0,77130527
0,22643514
0,12104370
0,7387152
0,68621880
0,76585615
0,51728401
0,76507733
0,78871427
0,71640323
0,85268037
1,21541657
0,18813453
0,84442133
0,75485348
0,86054804
0,60018404
0,70086800
0,50004567
0,51518121
0,82750674
1,50827740
1,11324116
0,8738220
0,86710625
0,260410
0,34718233
0,85056688
0,25052771
0,28016736
0,85411757
0,35631814
0,84235265
0,83203414
0,81412054
0,83118702
1,66474239
1,71948061
0,84051553
0,33654165
1,25911337
0,20873060
0,7186403
0,30687326
0,87443754
0,14141214
0,35348361
1,64229203
1,41357480
1,65644455
0,37160537
0,82253887
0,41208427
1,8598498
1,73222081
1,56114609
0,78355324
0,50486676
0,82116435
0,71321807
0,50822360
0,55120562
1,76323931
0,80146043
0,80148133
0,83688282
0,33171200
0,33161273
0,55644666
0,22582262
1,41893344
0,53474287
0,55376281
1,77393684
0,81356283
0,51846625
1,7327765
0,13673338
0,65533124
0,46044526
0,85880104
0,85085162
1,75925520
0,65578144
1,69390534
0,77707368
0,27834033
0,80054388
1,68867711
1,61733963
0,18857782
0,67070700
0,62377504
0,42167506
0,7725326
1,69307409
0,18067201
0,77323504
0,86635644
0,76243627
1,81850666
0,65317323
0,76501083
0,36035575
0,28368127
0,74026852
0,55172136
0,76233655
0,6681638
0,61817655
0,26282554
0,40006073
0,83576383
0,28276650
1,8590161
1,10437770
0,14563678
0,7007110
0,80472276
1,72677965
1,42309777
0,87130422
0,66378141
0,42484135
1,58285967
0,87266575
0,87066218
0,16484385
1,11207948
1,62275272
0,21030877
0,76110242
0,5010137
1,64817589
0,25808535
0,63775100
0,76301373
1,76740771
0,55538175
0,22760228
0,82218022
1,58635394
0,77654271
0,54444780
0,43688776
0,84204530
0,5808032
1,56674050
0,66420055
0,40148210
1,27329458
0,52114165
0,87608242
0,10175282
0,58381461
0,67344423
0,51848445
0,44608281
0,52583384
1,80390496
0,74860632
0,87340832
0,67842833
0,12704755
0,447542
1,63179637
1,63610128
0,40085746
0,54016221
1,67639274
0,50728438
1,81701956
0,14314385
0,45526556
1,64539775
0,53255722
1,38860379
0,87602538
0,83255744
1,7799926
0,66452750
0,16053241
0,58416540
1,73198946
0,45041763
0,33871470
0,58123415
0,25850241
0,72085783
0,6626535
1,80020017
0,76611580
0,84576608
0,68540462
0,50536335
0,6030778
0,11175446
1,7934919
0,13124508
0,7177317
1,61665234
0,84767688
0,75586014
0,53820870
0,25183462
0,58626834
1,54383565
0,27031147
0,56142042
0,15273431
0,87288017
0,84310800
0,67087821
1,74838694
1,68525977
0,28764678
0,65764337
0,7834353
1,50621983
0,71182057
0,76882330
1,66168394
0,76533581
0,13851140
0,42583413
0,36637488
0,15245367
0,15172853
0,22042084
